Host,phylumH,classH,orderH,familyH,genusH,YearH,Parasite,phylumP,classP,orderP,familyP,genusP,YearP
Dasyatis brevis,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1880,Anthocephalum currani,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2009
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Anthocephalum gravisi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum gravisi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Anthocephalum haroldsoni,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum haroldsoni,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urobatis tumbesensis,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,1979,Anthocephalum hobergi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,1999
Urobatis tumbesensis,Chordata,Elasmobranchii,Myliobatiformes,Urotrygonidae,Urobatis,1979,Anthocephalum hobergi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Pararhinebothroides,1999
Urobatis tumbesensis,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus,1979,Anthocephalum hobergi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,1999
Urobatis tumbesensis,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae,Urolophus,1979,Anthocephalum hobergi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Pararhinebothroides,1999
Himantura leoparda,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,2008,Anthocephalum meadowsi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2015
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Urogymnus,1883,Anthocephalum mounseyi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Urogymnus granulatus,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Himantura,1883,Anthocephalum mounseyi,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2018
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Anthocephalum wedli,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Anthocephalum,2011
Stercorarius longicaudus,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,1819,Aploparaksis borealis,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,1977
Tringa incana,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,1789,Aploparaksis diagonalis,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,1961
Larus dominicanus,Chordata,Aves,Charadriiformes,Laridae,Larus,1823,Aploparaksis larina,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,1921
Rissa tridactyla,Chordata,Aves,Charadriiformes,Laridae,Rissa,1758,Aploparaksis rissae,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,1951
Larus ridibundus,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,1766,Aploparaksis shigini,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,2006
Larus ridibundus,Chordata,Aves,Charadriiformes,Laridae,Larus,1766,Aploparaksis shigini,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,2006
Xema sabini,Chordata,Aves,Charadriiformes,Laridae,Xema,1819,Aploparaksis xemae,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis,1951
Etmopterus spinax,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,1758,Aporhynchus menezesi,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,2010
Etmopterus spinax,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Spinax,1758,Aporhynchus menezesi,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,2010
Etmopterus pusillus,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,1839,Aporhynchus pickeringae,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,2010
Etmopterus baxteri,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,1957,Aporhynchus tasmaniensis,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus,1990
Beryx decadactylus,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,1829,Australicola platycephalus,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Australicola,1889
Beryx decadactylus,Chordata,Actinopteri,Beryciformes,Berycidae,Beryx,1829,Australicola platycephalus,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Australicola,1889
Neotrygon orientale,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Neotrygon,2016,Barbeaucestus jockuschae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Barbeaucestus,2017
Notacanthus bonaparte,Chordata,Actinopteri,Notacanthiformes,Notacanthidae,Notacanthus,1840,Bathycestus brayi,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Bathycestus,2004
Lobodon carcinophagus,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,1842,Baylisia baylisi,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Baylisia,1952
Lobodon carcinophagus,Chordata,Mammalia,Carnivora,Phocidae,Lobodon,1842,Baylisia supergonoporis,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Baylisia,1989
Pristiophorus cirratus,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristiophorus,1794,Bibursibothrium gouldeni,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Bibursibothrium,1998
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Biloculuncus dubius,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1969
Mustelus antarcticus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1870,Biloculuncus musteli,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1969
Furgaleus macki,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Furgaleus,1943,Biloculuncus pritchardae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Biloculuncus,1990
Furgaleus macki,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Furgaleus,1943,Biloculuncus pritchardae,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1990
Platyrhina sinensis,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Platyrhina,1801,Biotobothrium platyrhina,Platyhelminthes,Cestoda,Rhinebothriidea,Rhinebothriidae,Biotobothrium,2009
Chiloscyllium griseum,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1838,Biporophyllaeus madrassensis,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Biporophyllaeus,1939
Acipenser ruthenus,Chordata,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,1758,Bothrimonus fallax,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1900
Pseudopleuronectes americanus,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,1792,Bothrimonus intermedius,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus,1917
Sebastes norvegicus,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1772,Bothriocephalus angusticeps,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1868
Champsocephalus gunnari,Chordata,Actinopteri,Perciformes,Channichthyidae,Champsocephalus,1905,Bothriocephalus antarcticus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1995
Apogon lineatus,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,1842,Bothriocephalus apogonis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Platycephalus bassensis,Chordata,Actinopteri,Perciformes,Platycephalidae,Platycephalus,1829,Bothriocephalus australis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,2009
Scophthalmus rhombus,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Scophthalmus,1758,Bothriocephalus barbatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1983
Branchiostegus japonicus,Chordata,Actinopteri,Eupercaria incertae sedis,Malacanthidae,Branchiostegus,1782,Bothriocephalus branchiostegi,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Brotula multibarbata,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Brotula,1846,Bothriocephalus brotulae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Arnoglossus laterna,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Arnoglossus,1792,Bothriocephalus clavibothrium,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Gadella imberbis,Chordata,Actinopteri,Gadiformes,Moridae,Gadella,1888,Bothriocephalus gadellus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,2003
Anguilla japonica,Chordata,Actinopteri,Anguilliformes,Anguillidae,Anguilla,1846,Bothriocephalus japonicus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1934
Notothenia cyanobrancha,Chordata,Actinopteri,Perciformes,Nototheniidae,Notothenia,1844,Bothriocephalus kerguelensis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1969
Lateolabrax japonicus,Chordata,Actinopteri,Acropomatiformes,Lateolabracidae,Lateolabrax,1828,Bothriocephalus lateolabracis,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1952
Sebastes norvegicus,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1772,Bothriocephalus nigropunctatus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1901
Ammodytes tobianus,Chordata,Actinopteri,Perciformes,Ammodytidae,Ammodytes,1758,Bothriocephalus parvus,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1846
Saurida nebulosa,Chordata,Actinopteri,Aulopiformes,Synodontidae,Saurida,1850,Bothriocephalus sauridae,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1900
Cottoperca gobio,Chordata,Actinopteri,Perciformes,Bovichtidae,Cottoperca,1861,Bothriocephalus timii,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,2015
Mullus barbatus,Chordata,Actinopteri,Mulliformes,Mullidae,Mullus,1758,Bothriocephalus vallei,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus,1899
Xema sabini,Chordata,Aves,Charadriiformes,Laridae,Xema,1819,Branchiopodataenia haldemani,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Branchiopodataenia,1951
Xema sabini,Chordata,Aves,Charadriiformes,Laridae,Xema,1819,Branchiopodataenia haldemani,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,1951
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1758,Cairaeanthus healyae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1758,Cairaeanthus healyae,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1758,Cairaeanthus ruhnkei,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Dasyatis pastinaca,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1758,Cairaeanthus ruhnkei,Platyhelminthes,Cestoda,Rhinebothriidea,Anthocephaliidae,Cairaeanthus,2012
Mustelus schmitti,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1939,Calliobothrium australis,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1973
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Calliobothrium cisloi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2017
Mustelus canis,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1815,Calliobothrium cisloi,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2017
Mustelus palumbes,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1957,Calliobothrium euzeti,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2015
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Calliobothrium filicolle,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1888
Mustelus griseus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1908,Calliobothrium shirozame,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,2014
Mustelus lenticulatus,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,1932,Calliobothrium tylotocephalum,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium,1963
Pomatomus saltatrix,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,1766,Callitetrarhynchus speciosus,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Callitetrarhynchus,1897
Pomatomus saltatrix,Chordata,Actinopteri,Scombriformes,Pomatomidae,Pomatomus,1766,Callitetrarhynchus speciosus,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Rhynchobothrium,1897
Cephaloscyllium isabellum,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Cephaloscyllium,1788,Calyptrobothrium chalarosomum,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Calyptrobothrium,1963
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Calyptrobothrium riggii,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Bilocularia,1893
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Calyptrobothrium riggii,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Calyptrobothrium,1893
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Calyptrobothrium riggii,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Monorygma,1893
Torpedo marmorata,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,1810,Calyptrobothrium riggii,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Phyllobothrium,1893
Sebastes paucispinis,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1854,Campbelliella heteropoeciloacantha,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Campbelliella,2004
Sebastes paucispinis,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,1854,Campbelliella heteropoeciloacantha,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Campbelliella,2004
Limosa lapponica,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,1758,Capsulata edenensis,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Capsulata,1959
Pristiophorus cirratus,Chordata,Elasmobranchii,Pristiophoriformes,Pristiophoridae,Pristiophorus,1794,Cardiobothrium beveridgei,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Cardiobothrium,1998
Chiloscyllium hasseltii,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1852,Carpobothrium eleanorae,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Carpobothrium,2016
Chiloscyllium hasseltii,Chordata,Elasmobranchii,Orectolobiformes,Hemiscylliidae,Chiloscyllium,1852,Carpobothrium eleanorae,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Carpobothrium,2016
Carcharhinus brachyurus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1870,Cathetocephalus australis,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,1990
Carcharhinus leucas,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Cathetocephalus leucas,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,2007
Carcharhinus limbatus,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Cathetocephalus limbatus,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,2006
Carcharhinus leucas,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Cathetocephalus resendezi,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,2005
Carcharhinus leucas,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,1839,Cathetocephalus thatcheri,Platyhelminthes,Cestoda,Cathetocephalidea,Cathetocephalidae,Cathetocephalus,1973
Myliobatis freminvillei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1824,Caulobothrium longicolle,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,1890
Myliobatis freminvillei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1824,Caulobothrium longicolle,Platyhelminthes,Cestoda,Rhinebothriidea,Echeneibothriidae,Echeneibothrium,1890
Myliobatis chilensis,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1892,Caulobothrium myliobatidis,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,1977
Myliobatis goodei,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,1885,Caulobothrium ostrowskiae,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,1981
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Pastinachus,1775,Caulobothrium pedunculatum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,2019
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Trygon,1775,Caulobothrium pedunculatum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,2019
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Dasyatis,1775,Caulobothrium pedunculatum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,2019
Pastinachus sephen,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypolophus,1775,Caulobothrium pedunculatum,Platyhelminthes,Cestoda,Tetraphyllidea,Tetraphyllidea incertae sedis,Caulobothrium,2019
